unidade;tarefa;caminho;status;quant_total;und;fonte
Sobrado 02;Concretagem Blocos  - Blocos - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > BLOCOS;pendente;;;
Sobrado 02;Reaterro bloco de coroamento  - Blocos - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > BLOCOS;aplicado;2,6;m³;Reaterro de vala com compactação manual
Sobrado 02;Escavação e Lastro de concreto - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > VIGA BALDRAME;pendente;;;
Sobrado 02;Forma e Montagem de armação - Viga Baldrame - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > VIGA BALDRAME;pendente;;;
Sobrado 02;Passagem de tubulação - Viga Baldrame - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > VIGA BALDRAME;pendente;;;
Sobrado 02;Concretagem Baldrame - Viga Baldrame - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > VIGA BALDRAME;aplicado;2,36;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 02;Desforma Baldrame - Viga Baldrame - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > VIGA BALDRAME;aplicado;40,13;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 02;Impermeabilização com tinta asfáltica - Viga Baldrame - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > VIGA BALDRAME;aplicado;36,1;m²;Impermeabilização de estruturas com tinta asfáltica, duas demãos
Sobrado 02;Aterro da baldrame e compactação - Casa 02;CASA 02 > INFRAESTRUTURA  - CASA 02 > MOVIMENTAÇÃO DE TERRA;pendente;;;
Sobrado 02;Locação e Armação - Pilares - Térreo - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;389,4;kg;soma de 2 itens (1.3.2.3.1.3, 1.3.2.3.1.4)
Sobrado 02;Fôrma - Pilares - Térreo - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;50,25;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 02;Concretagem- Térreo - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;2,59;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 02;Locação e Armação - Vigas   Superiores (Pav. Térreo) - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > VIGAS  - TÉRREO;aplicado;726,2;kg;soma de 6 itens (1.3.2.3.2.3, 1.3.2.3.2.4, 1.3.2.3.2.5, 1.3.2.3.2.6, 1.3.2.3.2.7, 1.3.2.3.2.8)
Sobrado 02;Fôrma - Vigas  - Vigas Superiores (Pav. Térreo) - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > VIGAS  - TÉRREO;aplicado;98,09;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 02;Montagem e escoramento - laje superior (Pav. Térreo) - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;47,07;m²;Laje treliçada bidirecional c/ eps
Sobrado 02;Armação - laje superior (Pav. Térreo) - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;8;kg;Armação, corte e dobra de aço CA-50, diâmetro de 6,3 mm, utilizado em estruturas diversas
Sobrado 02;Inst. Embutidas na laje - laje superior (Pav. Térreo) - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;pendente;;;
Sobrado 02;Concretagem - Vigas e laje superior (Pav. Térreo) - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;10,06;m³;soma de 2 itens (1.3.2.3.2.9, 1.3.2.3.3.4)
Sobrado 02;Retirada do escoramento  - laje superior (Pav. Térreo) - Casa 02;CASA 02 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;49,41;m²;Escoramento para laje
Sobrado 02;Alvenaria de vedação - Térreo - Casa 02;CASA 02 > PAVIMENTO TÉRREO > VEDAÇÃO   - TÉRREO;aplicado;151,27;m²;Alvenaria de vedação de blocos cerâmicos furados na horizontal de 11,5x19x24 cm (espessura 11,5 cm) argamassa de assentamento com preparo em betoneira 400 L
Sobrado 02;Locação e Armação - Pilares - Superior - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;207,9;kg;soma de 2 itens (1.3.3.2.1.3, 1.3.3.2.1.4)
Sobrado 02;Fôrma - Pilares - Superior - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;32,68;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 02;Concretagem- Superior - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;1,65;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 02;Locação e Armação - Vigas   Superiores (Pav. Superior) - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > VIGAS  - SUPERIOR;aplicado;329,2;kg;soma de 5 itens (1.3.3.2.2.3, 1.3.3.2.2.4, 1.3.3.2.2.5, 1.3.3.2.2.6, 1.3.3.2.2.7)
Sobrado 02;Fôrma - Vigas  - Vigas Superiores (Pav. Superior) - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > VIGAS  - SUPERIOR;aplicado;53,28;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 02;Montagem e escoramento - laje superior (Pav. Superior) - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;55,18;m²;Laje treliçada bidirecional c/ eps
Sobrado 02;Armação - laje superior (Pav. Superior) - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;pendente;;;
Sobrado 02;Inst. Embutidas na laje - laje superior (Pav. Superior) - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;pendente;;;
Sobrado 02;Concretagem - Vigas e laje superior (Pav. Superior) - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;7,28;m³;soma de 2 itens (1.3.3.2.2.8, 1.3.3.2.3.4)
Sobrado 02;Retirada do escoramento  - laje superior (Pav. Superior) - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;55,18;m²;Escoramento para laje
Sobrado 02;Alvenaria de vedação - Superior - Casa 02;CASA 02 > PAVIMENTO SUPERIOR - CASA 02 > VEDAÇÃO   - SUPERIOR;aplicado;149,23;m²;Alvenaria de vedação de blocos cerâmicos furados na horizontal de 11,5x19x24 cm (espessura 11,5 cm) argamassa de assentamento com preparo em betoneira 400 L
Sobrado 02;Alvenaria de vedação - Platibanda - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VEDAÇÃO - PLATIBANDA;pendente;;;
Sobrado 02;Locação e Armação - Pilares - Platibanda - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 02;Fôrma - Pilares - Platibanda - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 02;Concretagem - Platibanda - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 02;Locação e Armação - Vigas  Platibanda - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 02;Fôrma - Vigas  - Vigas - Platibanda - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 02;Concretagem - Vigas - Platibanda - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 02;Alvenaria de vedação - Pav. Barrilete - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VEDAÇÃO - PAV. BARRILETE;pendente;;;
Sobrado 02;Locação e Armação - Pilares - Pav. Barrilete - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 02;Fôrma - Pilares - Pav. Barrilete - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 02;Concretagem - Pav. Barrilete - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 02;Locação e Armação - Vigas - Pav. Barrilete - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 02;Fôrma - Vigas  - Pav. Barrilete - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 02;Concretagem - Vigas - Pav. Barrilete - Casa 02;CASA 02 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 02;Chapisco interno - Platibanda - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;38,83;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 02;Reboco interno - Platibanda   - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;38,83;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 02;Requadro - Platibanda  - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;60,54;m;Requadro de platibanda
Sobrado 02;Chapisco interno - Superior - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;190,7;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 02;Reboco interno - Superior - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;134,1;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 02;Regularização com argamassa do piso -  Superior - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;49,15;m²;Contrapiso em argamassa traço 1:4 (cimento e areia grossa), preparo mecânico em betoneira aplicado em lajes ou lastro de concreto, incluso taliscamento - espessura = 2 cm
Sobrado 02;Requadro de vãos - Superior - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;62,3;m;Requadro de vãos, portas e janelas
Sobrado 02;Chapisco interno - Térreo - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;173,2;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 02;Reboco interno - Térreo - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;139,9;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 02;Lastro de Concreto magro do piso -  Térreo - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;79,19;m²;Lastro de concreto para piso ou radiers
Sobrado 02;Regularização com argamassa do piso -  Térreo - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;79,19;m²;Contrapiso em argamassa traço 1:4 (cimento e areia grossa), preparo mecânico em betoneira aplicado em lajes ou lastro de concreto, incluso taliscamento - espessura = 2 cm
Sobrado 02;Requadro de vãos - Térreo - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;39,1;m;Requadro de vãos, portas e janelas
Sobrado 02;Chapisco externo - Geral - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;228,72;m²;soma de 2 itens (1.3.2.5.2.1, 1.3.3.4.2.1)
Sobrado 02;Reboco externo - Geral  - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;228,72;m²;soma de 2 itens (1.3.2.5.2.2, 1.3.3.4.2.2)
Sobrado 02;Requadro de vigas e lajes - Geral - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;32,28;m;soma de 2 itens (1.3.2.5.2.5, 1.3.3.4.2.3)
Sobrado 02;Lastro de Concreto magro do piso - Externo - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;11,48;m²;Lastro de concreto para piso ou radiers
Sobrado 02;Regularização com argamassa do piso - Externo - Casa 02;CASA 02 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;pendente;;;
Sobrado 02;Eletrodutos e chumbamento caixinhas de luz - Superior - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 02;Fiação - Superior - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 02;Módulos e Quadro e disjuntores - Superior - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 02;Acabamentos - Elétrica - Superior - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 02;Eletrodutos e chumbamento caixinhas de luz - Térreo - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 02;Eletrodutos e chumbamento caixinhas de luz - Externo - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 02;Fiação - Térreo - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 02;Módulos e Quadro e disjuntores - Térreo - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 02;Fiação - Térreo - Externo - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 02;Acabamentos - Elétrica - Térreo - Casa 02;CASA 02 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 02;Passagem de tubulação - Hidro-  Superior - Casa 02;CASA 02 > INSTALAÇÕES HIDRAULICAS > Pav. Superior;pendente;;;
Sobrado 02;Passagem de tubulação - Hidro-  Térreo - Casa 02;CASA 02 > INSTALAÇÕES HIDRAULICAS > Pav. Térreo;pendente;;;
Sobrado 02;Passagem de tubulação - Hidráulica - Externo - Casa 02;CASA 02 > INSTALAÇÕES HIDRAULICAS > Pav. Térreo;pendente;;;
Sobrado 02;Passagem de tubulação - Reservatório - Casa 02;CASA 02 > INSTALAÇÕES HIDRAULICAS > Pav. Cobertura;pendente;;;
Sobrado 02;Passagem de tubulação - Sanitária - Superior - Casa 02;CASA 02 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Superior;pendente;;;
Sobrado 02;Passagem de tubulação - Sanitária - Térreo - Interno - Casa 02;CASA 02 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 02;Passagem de tubulação -Sanitária - Térreo - Externo - Casa 02;CASA 02 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 02;Caixas de passagem - Térreo - Casa 02;CASA 02 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 02;Passagem de tubulação - Pluvial - Casa 02;CASA 02 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Cobertura;pendente;;;
Sobrado 02;Tubulação Pós-calha - pluvial - Casa 02;CASA 02 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Cobertura;pendente;;;
Sobrado 02;Instalações de gás - Casa 02;CASA 02 > INSTALAÇÕES DE GÁS;aplicado;1;und;Fornecimento e instalação de ponto de gás
Sobrado 02;Instalações frigorigenas - Superior - Casa 02;CASA 02 > INSTALAÇÕES FRIGORIGENAS > Superior;pendente;;;
Sobrado 02;Instalações frigorigenas - Térreo - Casa 02;CASA 02 > INSTALAÇÕES FRIGORIGENAS > Térreo;pendente;;;
Sobrado 02;Impermeabilização de áreas molhadas - Internas - Superior - Casa 02;CASA 02 > IMPERMEABILIZAÇÃO > Superior;pendente;;;
Sobrado 02;Impermeabilização de áreas molhadas - Internas - Térreo - Casa 02;CASA 02 > IMPERMEABILIZAÇÃO > Térreo;pendente;;;
Sobrado 02;Montagem estrutura metálica - Casa 02;CASA 02 > COBERTURA;aplicado;89,74;m²;Fornecimento de estrutura para telhado
Sobrado 02;Calha - Casa 02;CASA 02 > COBERTURA;aplicado;23,92;m;Fornecimento e instalação de calha ( Zinco )
Sobrado 02;Telhamento - Casa 02;CASA 02 > COBERTURA;aplicado;89,74;m²;Mão de obra para execução de cobertura e telhamento
Sobrado 02;Rufo - Casa 02;CASA 02 > COBERTURA;aplicado;57,33;m;Fornecimento e instalação de rufos
Sobrado 02;Pingadeiras - Casa 02;CASA 02 > COBERTURA;aplicado;60,54;m;Fornecimento e instalação de pingadeira de concreto
Sobrado 02;Porcelanato de parede e piso - Áreas molhadas - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;56,5;m²;Fornecimento e instalação de porcelanato de parede
Sobrado 02;Forro de gesso - Interno - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;54,75;m²;Forro de gesso acartonado tabicado - fornecimento e instalação
Sobrado 02;Emassamento, lixamento e 1ª demão - Interno - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;134,1;m²;Aplicação manual de pintura em parede com tinta branco neve toque de seda suvinil e massa PVA
Sobrado 02;Peitoris - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;9,07;m;Instalação de soleiras e peitoris
Sobrado 02;Porcelanato de piso + rodapé - Interno - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;53,41;m²;Fornecimento e instalação de porcelanato de piso interno
Sobrado 02;Soleiras - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;4,8;m;Instalação de soleiras e peitoris
Sobrado 02;Bancadas - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;3,15;m;Instalação de bancadas
Sobrado 02;Esquadrias de alumínio - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;1;VB;Fornecimento e instalação de esquadrias de aluminio e vidro temperado
Sobrado 02;Portas - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;6;UN;Fornecimento e instalação de porta de pvc kit pronto tamanho 80 cm abrir (incluso dobradiças, fechadura)
Sobrado 02;Luminárias internas - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;pendente;;;
Sobrado 02;Louças e Metais - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;pendente;;;
Sobrado 02;Pintura final  (retoques) - Superior - Casa 02;CASA 02 > ACABAMENTOS > SUPERIOR;aplicado;134,1;m²;Aplicação manual de pintura em parede com tinta branco neve toque de seda suvinil e massa PVA
Sobrado 02;Porcelanato de parede e piso - Áreas molhadas - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 02;Forro de gesso - Interno - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;78,81;m²;Forro de gesso acartonado tabicado - fornecimento e instalação
Sobrado 02;Porcelanato de parede-  cozinha - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 02;Porcelanato de piso + rodapé - Interno - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;43,05;m²;Fornecimento e instalação de porcelanato de piso interno
Sobrado 02;Emassamento, lixamento e 1ª demão - Interno - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;139,9;m²;soma de 2 itens (1.3.2.8.1.1.1, 1.3.2.8.1.1.2)
Sobrado 02;Peitoris - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;3,3;m;Instalação de soleiras e peitoris
Sobrado 02;Soleiras - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;5,7;m;Instalação de soleiras e peitoris
Sobrado 02;Bancadas - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;6,6;m;Instalação de bancadas
Sobrado 02;Esquadrias de alumínio - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;1;VB;Fornecimento e instalação de esquadrias de aluminio e vidro temperado
Sobrado 02;Portas - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;1;UN;Fornecimento e instalação de porta de pvc kit pronto tamanho 70 cm abrir (incluso dobradiças, fechadura)
Sobrado 02;Portão de muro  - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 02;Luminárias internas -  Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 02;Porcelanato de piso - Externo - Térreo  - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;39,88;m²;Fornecimento e instalação de porcelanato de piso externo
Sobrado 02;Louças e Metais - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 02;Pintura final  (retoques) - Térreo - Casa 02;CASA 02 > ACABAMENTOS > TÉRREO;aplicado;139,9;m²;soma de 2 itens (1.3.2.8.1.1.1, 1.3.2.8.1.1.2)
Sobrado 02;Ripado em alumínio - Fachada - Casa 02;CASA 02 > FACHADA;pendente;;;
Sobrado 02;Pintura externa - Casa 02;CASA 02 > FACHADA;aplicado;267,55;m²;soma de 5 itens (1.3.2.8.2.1.1, 1.3.2.8.2.1.2, 1.3.3.7.2.1.1, 1.3.3.7.2.1.2, 1.3.4.4.1.1.1)
Sobrado 02;Luminárias externas - Casa 02;CASA 02 > FACHADA;pendente;;;
Sobrado 02;Churrasqueira com chaminé  - Casa 02;CASA 02 > DIVERSOS;aplicado;1;un;Fornecimento e instalação de churrasqueira (casas)
Sobrado 02;Passeio Publico - Casa 02;CASA 02 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 02;Pedra de piso - Degraus  - Casa 02;CASA 02 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 02;Paisagismo  - Casa 02;CASA 02 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 02;Limpeza final da obra - Casa 02;CASA 02 > LIMPEZA DA OBRA;pendente;;;
Sobrado 03;Locação de obra - Casa 03;CASA 03 > INFRAESTRUTURA  - CASA 03 > LOCAÇÃO DE OBRA;pendente;;;
Sobrado 03;Escavação - Estacas - Casa 03;CASA 03 > INFRAESTRUTURA  - CASA 03 > ESTACAS;aplicado;157;m;Escavação de estacas mecanizada (d=30 cm)
