unidade;tarefa;caminho;status;quant_total;und;fonte
Sobrado 07;Inst. Embutidas na laje - laje superior (Pav. Térreo) - Casa 07;CASA 07 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;pendente;;;
Sobrado 07;Concretagem - Vigas e laje superior (Pav. Térreo) - Casa 07;CASA 07 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;10,06;m³;soma de 2 itens (1.3.2.3.2.9, 1.3.2.3.3.4)
Sobrado 07;Retirada do escoramento  - laje superior (Pav. Térreo) - Casa 07;CASA 07 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;49,41;m²;Escoramento para laje
Sobrado 07;Alvenaria de vedação - Térreo - Casa 07;CASA 07 > PAVIMENTO TÉRREO > VEDAÇÃO   - TÉRREO;aplicado;151,27;m²;Alvenaria de vedação de blocos cerâmicos furados na horizontal de 11,5x19x24 cm (espessura 11,5 cm) argamassa de assentamento com preparo em betoneira 400 L
Sobrado 07;Locação e Armação - Pilares - Superior - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;207,9;kg;soma de 2 itens (1.3.3.2.1.3, 1.3.3.2.1.4)
Sobrado 07;Fôrma - Pilares - Superior - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;32,68;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 07;Concretagem- Superior - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;1,65;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 07;Locação e Armação - Vigas   Superiores (Pav. Superior) - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > VIGAS  - SUPERIOR;aplicado;329,2;kg;soma de 5 itens (1.3.3.2.2.3, 1.3.3.2.2.4, 1.3.3.2.2.5, 1.3.3.2.2.6, 1.3.3.2.2.7)
Sobrado 07;Fôrma - Vigas  - Vigas Superiores (Pav. Superior) - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > VIGAS  - SUPERIOR;aplicado;53,28;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 07;Montagem e escoramento - laje superior (Pav. Superior) - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;55,18;m²;Laje treliçada bidirecional c/ eps
Sobrado 07;Armação - laje superior (Pav. Superior) - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;pendente;;;
Sobrado 07;Inst. Embutidas na laje - laje superior (Pav. Superior) - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;pendente;;;
Sobrado 07;Concretagem - Vigas e laje superior (Pav. Superior) - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;7,28;m³;soma de 2 itens (1.3.3.2.2.8, 1.3.3.2.3.4)
Sobrado 07;Retirada do escoramento  - laje superior (Pav. Superior) - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;55,18;m²;Escoramento para laje
Sobrado 07;Alvenaria de vedação - Superior - Casa 07;CASA 07 > PAVIMENTO SUPERIOR - CASA 07 > VEDAÇÃO   - SUPERIOR;aplicado;149,23;m²;Alvenaria de vedação de blocos cerâmicos furados na horizontal de 11,5x19x24 cm (espessura 11,5 cm) argamassa de assentamento com preparo em betoneira 400 L
Sobrado 07;Alvenaria de vedação - Platibanda - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VEDAÇÃO - PLATIBANDA;pendente;;;
Sobrado 07;Locação e Armação - Pilares - Platibanda - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 07;Fôrma - Pilares - Platibanda - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 07;Concretagem - Platibanda - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 07;Locação e Armação - Vigas  Platibanda - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 07;Fôrma - Vigas  - Vigas - Platibanda - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 07;Concretagem - Vigas - Platibanda - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 07;Alvenaria de vedação - Pav. Barrilete - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VEDAÇÃO - PAV. BARRILETE;pendente;;;
Sobrado 07;Locação e Armação - Pilares - Pav. Barrilete - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 07;Fôrma - Pilares - Pav. Barrilete - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 07;Concretagem - Pav. Barrilete - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 07;Locação e Armação - Vigas - Pav. Barrilete - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 07;Fôrma - Vigas  - Pav. Barrilete - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 07;Concretagem - Vigas - Pav. Barrilete - Casa 07;CASA 07 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 07;Chapisco interno - Platibanda - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;38,83;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 07;Reboco interno - Platibanda   - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;38,83;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 07;Requadro - Platibanda  - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;60,54;m;Requadro de platibanda
Sobrado 07;Chapisco interno - Superior - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;190,7;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 07;Reboco interno - Superior - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;134,1;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 07;Regularização com argamassa do piso -  Superior - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;49,15;m²;Contrapiso em argamassa traço 1:4 (cimento e areia grossa), preparo mecânico em betoneira aplicado em lajes ou lastro de concreto, incluso taliscamento - espessura = 2 cm
Sobrado 07;Requadro de vãos - Superior - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;62,3;m;Requadro de vãos, portas e janelas
Sobrado 07;Chapisco interno - Térreo - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;173,2;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 07;Reboco interno - Térreo - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;139,9;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 07;Lastro de Concreto magro do piso -  Térreo - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;79,19;m²;Lastro de concreto para piso ou radiers
Sobrado 07;Regularização com argamassa do piso -  Térreo - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;79,19;m²;Contrapiso em argamassa traço 1:4 (cimento e areia grossa), preparo mecânico em betoneira aplicado em lajes ou lastro de concreto, incluso taliscamento - espessura = 2 cm
Sobrado 07;Requadro de vãos - Térreo - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;39,1;m;Requadro de vãos, portas e janelas
Sobrado 07;Chapisco externo - Geral - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;228,72;m²;soma de 2 itens (1.3.2.5.2.1, 1.3.3.4.2.1)
Sobrado 07;Reboco externo - Geral  - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;228,72;m²;soma de 2 itens (1.3.2.5.2.2, 1.3.3.4.2.2)
Sobrado 07;Requadro de vigas e lajes - Geral - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;32,28;m;soma de 2 itens (1.3.2.5.2.5, 1.3.3.4.2.3)
Sobrado 07;Lastro de Concreto magro do piso - Externo - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;11,48;m²;Lastro de concreto para piso ou radiers
Sobrado 07;Regularização com argamassa do piso - Externo - Casa 07;CASA 07 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;pendente;;;
Sobrado 07;Eletrodutos e chumbamento caixinhas de luz - Superior - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 07;Fiação - Superior - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 07;Módulos e Quadro e disjuntores - Superior - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 07;Acabamentos - Elétrica - Superior - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 07;Eletrodutos e chumbamento caixinhas de luz - Térreo - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 07;Eletrodutos e chumbamento caixinhas de luz - Externo - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 07;Fiação - Térreo - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 07;Módulos e Quadro e disjuntores - Térreo - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 07;Fiação - Térreo - Externo - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 07;Acabamentos - Elétrica - Térreo - Casa 07;CASA 07 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 07;Passagem de tubulação - Hidro-  Superior - Casa 07;CASA 07 > INSTALAÇÕES HIDRAULICAS > Pav. Superior;pendente;;;
Sobrado 07;Passagem de tubulação - Hidro-  Térreo - Casa 07;CASA 07 > INSTALAÇÕES HIDRAULICAS > Pav. Térreo;pendente;;;
Sobrado 07;Passagem de tubulação - Hidráulica - Externo - Casa 07;CASA 07 > INSTALAÇÕES HIDRAULICAS > Pav. Térreo;pendente;;;
Sobrado 07;Passagem de tubulação - Reservatório - Casa 07;CASA 07 > INSTALAÇÕES HIDRAULICAS > Pav. Cobertura;pendente;;;
Sobrado 07;Passagem de tubulação - Sanitária - Superior - Casa 07;CASA 07 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Superior;pendente;;;
Sobrado 07;Passagem de tubulação - Sanitária - Térreo - Interno - Casa 07;CASA 07 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 07;Passagem de tubulação -Sanitária - Térreo - Externo - Casa 07;CASA 07 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 07;Caixas de passagem - Térreo - Casa 07;CASA 07 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 07;Passagem de tubulação - Pluvial - Casa 07;CASA 07 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Cobertura;pendente;;;
Sobrado 07;Tubulação Pós-calha - pluvial - Casa 07;CASA 07 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Cobertura;pendente;;;
Sobrado 07;Instalações de gás - Casa 07;CASA 07 > INSTALAÇÕES DE GÁS;aplicado;1;und;Fornecimento e instalação de ponto de gás
Sobrado 07;Instalações frigorigenas - Superior - Casa 07;CASA 07 > INSTALAÇÕES FRIGORIGENAS > Superior;pendente;;;
Sobrado 07;Instalações frigorigenas - Térreo - Casa 07;CASA 07 > INSTALAÇÕES FRIGORIGENAS > Térreo;pendente;;;
Sobrado 07;Impermeabilização de áreas molhadas - Internas - Superior - Casa 07;CASA 07 > IMPERMEABILIZAÇÃO > Superior;pendente;;;
Sobrado 07;Impermeabilização de áreas molhadas - Internas - Térreo - Casa 07;CASA 07 > IMPERMEABILIZAÇÃO > Térreo;pendente;;;
Sobrado 07;Montagem estrutura metálica - Casa 07;CASA 07 > COBERTURA;aplicado;89,74;m²;Fornecimento de estrutura para telhado
Sobrado 07;Calha - Casa 07;CASA 07 > COBERTURA;aplicado;23,92;m;Fornecimento e instalação de calha ( Zinco )
Sobrado 07;Telhamento - Casa 07;CASA 07 > COBERTURA;aplicado;89,74;m²;Mão de obra para execução de cobertura e telhamento
Sobrado 07;Rufo - Casa 07;CASA 07 > COBERTURA;aplicado;57,33;m;Fornecimento e instalação de rufos
Sobrado 07;Pingadeiras - Casa 07;CASA 07 > COBERTURA;aplicado;60,54;m;Fornecimento e instalação de pingadeira de concreto
Sobrado 07;Porcelanato de parede e piso - Áreas molhadas - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;56,5;m²;Fornecimento e instalação de porcelanato de parede
Sobrado 07;Forro de gesso - Interno - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;54,75;m²;Forro de gesso acartonado tabicado - fornecimento e instalação
Sobrado 07;Emassamento, lixamento e 1ª demão - Interno - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;134,1;m²;Aplicação manual de pintura em parede com tinta branco neve toque de seda suvinil e massa PVA
Sobrado 07;Peitoris - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;9,07;m;Instalação de soleiras e peitoris
Sobrado 07;Porcelanato de piso + rodapé - Interno - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;53,41;m²;Fornecimento e instalação de porcelanato de piso interno
Sobrado 07;Soleiras - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;4,8;m;Instalação de soleiras e peitoris
Sobrado 07;Bancadas - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;3,15;m;Instalação de bancadas
Sobrado 07;Esquadrias de alumínio - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;1;VB;Fornecimento e instalação de esquadrias de aluminio e vidro temperado
Sobrado 07;Portas - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;6;UN;Fornecimento e instalação de porta de pvc kit pronto tamanho 80 cm abrir (incluso dobradiças, fechadura)
Sobrado 07;Luminárias internas - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;pendente;;;
Sobrado 07;Louças e Metais - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;pendente;;;
Sobrado 07;Pintura final  (retoques) - Superior - Casa 07;CASA 07 > ACABAMENTOS > SUPERIOR;aplicado;134,1;m²;Aplicação manual de pintura em parede com tinta branco neve toque de seda suvinil e massa PVA
Sobrado 07;Porcelanato de parede e piso - Áreas molhadas - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 07;Forro de gesso - Interno - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;78,81;m²;Forro de gesso acartonado tabicado - fornecimento e instalação
Sobrado 07;Porcelanato de parede-  cozinha - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 07;Porcelanato de piso + rodapé - Interno - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;43,05;m²;Fornecimento e instalação de porcelanato de piso interno
Sobrado 07;Emassamento, lixamento e 1ª demão - Interno - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;139,9;m²;soma de 2 itens (1.3.2.8.1.1.1, 1.3.2.8.1.1.2)
Sobrado 07;Peitoris - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;3,3;m;Instalação de soleiras e peitoris
Sobrado 07;Soleiras - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;5,7;m;Instalação de soleiras e peitoris
Sobrado 07;Bancadas - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;6,6;m;Instalação de bancadas
Sobrado 07;Esquadrias de alumínio - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;1;VB;Fornecimento e instalação de esquadrias de aluminio e vidro temperado
Sobrado 07;Portas - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;1;UN;Fornecimento e instalação de porta de pvc kit pronto tamanho 70 cm abrir (incluso dobradiças, fechadura)
Sobrado 07;Portão de muro  - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 07;Luminárias internas -  Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 07;Porcelanato de piso - Externo - Térreo  - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;39,88;m²;Fornecimento e instalação de porcelanato de piso externo
Sobrado 07;Louças e Metais - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 07;Pintura final  (retoques) - Térreo - Casa 07;CASA 07 > ACABAMENTOS > TÉRREO;aplicado;139,9;m²;soma de 2 itens (1.3.2.8.1.1.1, 1.3.2.8.1.1.2)
Sobrado 07;Ripado em alumínio - Fachada - Casa 07;CASA 07 > FACHADA;pendente;;;
Sobrado 07;Pintura externa - Casa 07;CASA 07 > FACHADA;aplicado;267,55;m²;soma de 5 itens (1.3.2.8.2.1.1, 1.3.2.8.2.1.2, 1.3.3.7.2.1.1, 1.3.3.7.2.1.2, 1.3.4.4.1.1.1)
Sobrado 07;Luminárias externas - Casa 07;CASA 07 > FACHADA;pendente;;;
Sobrado 07;Churrasqueira com chaminé  - Casa 07;CASA 07 > DIVERSOS;aplicado;1;un;Fornecimento e instalação de churrasqueira (casas)
Sobrado 07;Passeio Publico - Casa 07;CASA 07 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 07;Pedra de piso - Degraus  - Casa 07;CASA 07 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 07;Paisagismo  - Casa 07;CASA 07 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 07;Limpeza final da obra - Casa 07;CASA 07 > LIMPEZA DA OBRA;pendente;;;
Sobrado 08;Locação de obra - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > LOCAÇÃO DE OBRA;pendente;;;
Sobrado 08;Escavação - Estacas - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > ESTACAS;aplicado;157;m;Escavação de estacas mecanizada (d=30 cm)
Sobrado 08;Armação  - Estacas - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > ESTACAS;pendente;;;
Sobrado 08;Concretagem  - Estacas - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > ESTACAS;pendente;;;
Sobrado 08;Escavação - Blocos - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > BLOCOS;aplicado;5,8;m³;Escavação manual de vala - profundidade até 1,5 m
Sobrado 08;Locação e Montagem - Armação  - Blocos - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > BLOCOS;pendente;;;
Sobrado 08;Concretagem Blocos  - Blocos - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > BLOCOS;pendente;;;
Sobrado 08;Reaterro bloco de coroamento  - Blocos - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > BLOCOS;aplicado;2,6;m³;Reaterro de vala com compactação manual
Sobrado 08;Escavação e Lastro de concreto - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > VIGA BALDRAME;pendente;;;
Sobrado 08;Forma e Montagem de armação - Viga Baldrame - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > VIGA BALDRAME;pendente;;;
Sobrado 08;Passagem de tubulação - Viga Baldrame - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > VIGA BALDRAME;pendente;;;
Sobrado 08;Concretagem Baldrame - Viga Baldrame - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > VIGA BALDRAME;aplicado;2,36;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 08;Desforma Baldrame - Viga Baldrame - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > VIGA BALDRAME;aplicado;40,13;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 08;Impermeabilização com tinta asfáltica - Viga Baldrame - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > VIGA BALDRAME;aplicado;36,1;m²;Impermeabilização de estruturas com tinta asfáltica, duas demãos
Sobrado 08;Aterro da baldrame e compactação - Casa 08;CASA 08 > INFRAESTRUTURA  - CASA 08 > MOVIMENTAÇÃO DE TERRA;pendente;;;
Sobrado 08;Locação e Armação - Pilares - Térreo - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;389,4;kg;soma de 2 itens (1.3.2.3.1.3, 1.3.2.3.1.4)
Sobrado 08;Fôrma - Pilares - Térreo - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;50,25;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 08;Concretagem- Térreo - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;2,59;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 08;Locação e Armação - Vigas   Superiores (Pav. Térreo) - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > VIGAS  - TÉRREO;aplicado;726,2;kg;soma de 6 itens (1.3.2.3.2.3, 1.3.2.3.2.4, 1.3.2.3.2.5, 1.3.2.3.2.6, 1.3.2.3.2.7, 1.3.2.3.2.8)
Sobrado 08;Fôrma - Vigas  - Vigas Superiores (Pav. Térreo) - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > VIGAS  - TÉRREO;aplicado;98,09;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 08;Montagem e escoramento - laje superior (Pav. Térreo) - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;47,07;m²;Laje treliçada bidirecional c/ eps
Sobrado 08;Armação - laje superior (Pav. Térreo) - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;8;kg;Armação, corte e dobra de aço CA-50, diâmetro de 6,3 mm, utilizado em estruturas diversas
Sobrado 08;Inst. Embutidas na laje - laje superior (Pav. Térreo) - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;pendente;;;
Sobrado 08;Concretagem - Vigas e laje superior (Pav. Térreo) - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;10,06;m³;soma de 2 itens (1.3.2.3.2.9, 1.3.2.3.3.4)
Sobrado 08;Retirada do escoramento  - laje superior (Pav. Térreo) - Casa 08;CASA 08 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;49,41;m²;Escoramento para laje
Sobrado 08;Alvenaria de vedação - Térreo - Casa 08;CASA 08 > PAVIMENTO TÉRREO > VEDAÇÃO   - TÉRREO;aplicado;151,27;m²;Alvenaria de vedação de blocos cerâmicos furados na horizontal de 11,5x19x24 cm (espessura 11,5 cm) argamassa de assentamento com preparo em betoneira 400 L
